2025-08-12 16:16:01.132  1123-1256  ApfFilter               com.android.networkstack.process     D  (wlan0): Adding RA fe80::2 -> ff02::1 1800s fec0::/64 86400s/14400s
2025-08-12 16:16:03.118  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: attestation_verification
2025-08-12 16:16:03.119  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: audio
2025-08-12 16:16:03.119  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: auth
2025-08-12 16:16:03.119  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: authentication_policy
2025-08-12 16:16:03.120  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: autofill
2025-08-12 16:16:03.120  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: background_install_control
2025-08-12 16:16:03.121  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: backup
2025-08-12 16:16:03.121  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: battery
2025-08-12 16:16:03.121  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.122  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: batteryproperties
2025-08-12 16:16:03.123  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: batterystats
2025-08-12 16:16:03.124  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: binder_calls_stats
2025-08-12 16:16:03.124  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.125  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: biometric
2025-08-12 16:16:03.125  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: blob_store
2025-08-12 16:16:03.126  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: bluetooth_manager
2025-08-12 16:16:03.127  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: bugreport
2025-08-12 16:16:03.127  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: cacheinfo
2025-08-12 16:16:03.128  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.128  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: carrier_config
2025-08-12 16:16:03.130  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: clipboard
2025-08-12 16:16:03.130  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: color_display
2025-08-12 16:16:03.131  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: companiondevice
2025-08-12 16:16:03.132  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: connectivity
2025-08-12 16:16:03.133  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: connectivity_native
2025-08-12 16:16:03.135  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: connmetrics
2025-08-12 16:16:03.135  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: content
2025-08-12 16:16:03.136  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: content_capture
2025-08-12 16:16:03.137  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: content_suggestions
2025-08-12 16:16:03.138  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: contexthub
2025-08-12 16:16:03.139  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: contextual_search
2025-08-12 16:16:03.140  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: country_detector
2025-08-12 16:16:03.141  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: cpuinfo
2025-08-12 16:16:03.142  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.143  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: credential
2025-08-12 16:16:03.144  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: crossprofileapps
2025-08-12 16:16:03.145  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: dataloader_manager
2025-08-12 16:16:03.146  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: dbinfo
2025-08-12 16:16:03.146  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.147  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: device_config
2025-08-12 16:16:03.147  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.147  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: device_identifiers
2025-08-12 16:16:03.148  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: device_lock
2025-08-12 16:16:03.149  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: device_policy
2025-08-12 16:16:03.149  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: device_state
2025-08-12 16:16:03.150  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: deviceidle
2025-08-12 16:16:03.151  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: devicestoragemonitor
2025-08-12 16:16:03.151  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.152  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: diskstats
2025-08-12 16:16:03.152  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.153  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: display
2025-08-12 16:16:03.155  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: domain_verification
2025-08-12 16:16:03.157  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: dreams
2025-08-12 16:16:03.158  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: drm.drmManager
2025-08-12 16:16:03.159  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: dropbox
2025-08-12 16:16:03.160  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: dynamic_instrumentation
2025-08-12 16:16:03.161  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: dynamic_system
2025-08-12 16:16:03.162  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: ecm_enhanced_confirmation
2025-08-12 16:16:03.162  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: emergency_affordance
2025-08-12 16:16:03.163  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.163  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: external_vibrator_service
2025-08-12 16:16:03.163  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: feature_flags
2025-08-12 16:16:03.164  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: file_integrity
2025-08-12 16:16:03.165  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: fingerprint
2025-08-12 16:16:03.165  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: font
2025-08-12 16:16:03.166  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: game
2025-08-12 16:16:03.167  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: gfxinfo
2025-08-12 16:16:03.167  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.167  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: gpu
2025-08-12 16:16:03.168  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: grammatical_inflection
2025-08-12 16:16:03.168  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: graphicsstats
2025-08-12 16:16:03.169  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: hardware_properties
2025-08-12 16:16:03.169  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: healthconnect
2025-08-12 16:16:03.170  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: imms
2025-08-12 16:16:03.173  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: incidentcompanion
2025-08-12 16:16:03.173  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: incremental
2025-08-12 16:16:03.174  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: input
2025-08-12 16:16:03.175  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: input_method
2025-08-12 16:16:03.176  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: inputflinger
2025-08-12 16:16:03.179  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: intrusion_detection
2025-08-12 16:16:03.180  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: ions
2025-08-12 16:16:03.181  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: iphonesubinfo
2025-08-12 16:16:03.181  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: ipsec
2025-08-12 16:16:03.182  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: isms
2025-08-12 16:16:03.183  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: isub
2025-08-12 16:16:03.184  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: jobscheduler
2025-08-12 16:16:03.185  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: launcherapps
2025-08-12 16:16:03.186  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: legacy_permission
2025-08-12 16:16:03.187  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: lights
2025-08-12 16:16:03.188  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: locale
2025-08-12 16:16:03.189  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: location
2025-08-12 16:16:03.189  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: location_time_zone_manager
2025-08-12 16:16:03.190  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.190  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: lock_settings
2025-08-12 16:16:03.191  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: logcat
2025-08-12 16:16:03.192  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: looper_stats
2025-08-12 16:16:03.193  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.194  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: manager
2025-08-12 16:16:03.198  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media.audio_flinger
2025-08-12 16:16:03.199  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media.audio_policy
2025-08-12 16:16:03.200  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media.camera
2025-08-12 16:16:03.201  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media.camera.proxy
2025-08-12 16:16:03.202  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media.extractor
2025-08-12 16:16:03.203  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media.metrics
2025-08-12 16:16:03.204  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media.player
2025-08-12 16:16:03.205  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media.resource_manager
2025-08-12 16:16:03.206  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media.resource_observer
2025-08-12 16:16:03.207  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media_communication
2025-08-12 16:16:03.208  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media_metrics
2025-08-12 16:16:03.209  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media_projection
2025-08-12 16:16:03.210  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media_resource_monitor
2025-08-12 16:16:03.212  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media_router
2025-08-12 16:16:03.213  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: media_session
2025-08-12 16:16:03.215  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: meminfo
2025-08-12 16:16:03.215  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.216  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: memtrack.proxy
2025-08-12 16:16:03.217  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: midi
2025-08-12 16:16:03.218  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: mount
2025-08-12 16:16:03.219  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: music_recognition
2025-08-12 16:16:03.220  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: nearby
2025-08-12 16:16:03.224  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: netd_listener
2025-08-12 16:16:03.225  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: netpolicy
2025-08-12 16:16:03.227  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: netstats
2025-08-12 16:16:03.228  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: network_management
2025-08-12 16:16:03.229  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: network_score
2025-08-12 16:16:03.230  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: network_stack
2025-08-12 16:16:03.230  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: network_time_update_service
2025-08-12 16:16:03.231  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.231  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: network_watchlist
2025-08-12 16:16:03.232  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: notification
2025-08-12 16:16:03.233  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: on_device_intelligence
2025-08-12 16:16:03.234  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: ondevicepersonalization_system_service
2025-08-12 16:16:03.235  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 331151, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.236  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: otadexopt
2025-08-12 16:16:03.237  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: overlay
2025-08-12 16:16:03.238  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: pac_proxy
2025-08-12 16:16:03.239  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: package
2025-08-12 16:16:03.240  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: package_native
2025-08-12 16:16:03.241  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: people
2025-08-12 16:16:03.242  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: performance_hint
2025-08-12 16:16:03.243  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: permission
2025-08-12 16:16:03.245  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: permission_checker
2025-08-12 16:16:03.245  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: permissionmgr
2025-08-12 16:16:03.246  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: phone
2025-08-12 16:16:03.247  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: pinner
2025-08-12 16:16:03.248  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: platform_compat
2025-08-12 16:16:03.249  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: platform_compat_native
2025-08-12 16:16:03.251  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: power
2025-08-12 16:16:03.252  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: powerstats
2025-08-12 16:16:03.253  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: print
2025-08-12 16:16:03.255  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: processinfo
2025-08-12 16:16:03.256  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: procstats
2025-08-12 16:16:03.257  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: profiling_service
2025-08-12 16:16:03.258  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: ranging
2025-08-12 16:16:03.259  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: reboot_readiness
2025-08-12 16:16:03.261  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: recovery
2025-08-12 16:16:03.262  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: remote_provisioning
2025-08-12 16:16:03.263  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: resources
2025-08-12 16:16:03.264  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: restrictions
2025-08-12 16:16:03.266  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: role
2025-08-12 16:16:03.267  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: rollback
2025-08-12 16:16:03.269  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: runtime
2025-08-12 16:16:03.269  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.270  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: safety_center
2025-08-12 16:16:03.271  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: scheduling_policy
2025-08-12 16:16:03.272  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: sdk_sandbox
2025-08-12 16:16:03.274  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: search
2025-08-12 16:16:03.275  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: search_ui
2025-08-12 16:16:03.276  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: sec_key_att_app_id_provider
2025-08-12 16:16:03.277  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: secure_element
2025-08-12 16:16:03.279  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: security_state
2025-08-12 16:16:03.280  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: sensitive_content_protection_service
2025-08-12 16:16:03.281  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: sensor_privacy
2025-08-12 16:16:03.281  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: sensorservice
2025-08-12 16:16:03.282  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: serial
2025-08-12 16:16:03.283  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: servicediscovery
2025-08-12 16:16:03.284  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: settings
2025-08-12 16:16:03.285  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.285  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: shortcut
2025-08-12 16:16:03.286  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: simphonebook
2025-08-12 16:16:03.287  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: slice
2025-08-12 16:16:03.288  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: smartspace
2025-08-12 16:16:03.288  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: soundtrigger
2025-08-12 16:16:03.289  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: soundtrigger_middleware
2025-08-12 16:16:03.290  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: speech_recognition
2025-08-12 16:16:03.291  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: stats
2025-08-12 16:16:03.292  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: statsbootstrap
